"No.","Time","Source","Destination","Protocol","Length","Info"
"1184","13.974417","142.250.219.225","10.40.3.139","TLSv1.3","1132","Application Data"
"1185","13.974417","142.250.219.225","10.40.3.139","TLSv1.3","93","Application Data"
"1186","13.974459","10.40.3.139","142.250.219.225","TCP","54","62723  >  443 [ACK] Seq=2968 Ack=17110 Win=130048 Len=0"
"1187","13.974615","10.40.3.139","142.250.219.225","TLSv1.3","93","Application Data"
"1188","13.979984","142.251.132.246","10.40.3.139","TCP","60","443  >  62708 [ACK] Seq=34064 Ack=3196 Win=267520 Len=0"
"1189","13.979984","142.251.132.246","10.40.3.139","TCP","60","443  >  62708 [ACK] Seq=34064 Ack=3355 Win=267520 Len=0"
"1190","13.981361","142.251.132.246","10.40.3.139","TLSv1.3","184","Application Data"
"1191","13.981361","142.250.219.225","10.40.3.139","TLSv1.3","158","Application Data"
"1192","13.981361","142.251.132.246","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"1193","13.981361","142.250.219.225","10.40.3.139","TLSv1.3","1466","Application Data"
"1194","13.981411","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3512 Ack=37018 Win=131072 Len=0"
"1195","13.981450","10.40.3.139","142.250.219.225","TCP","54","62723  >  443 [ACK] Seq=3007 Ack=18626 Win=131072 Len=0"
"1196","13.982405","142.250.219.225","10.40.3.139","TLSv1.3","873","Application Data"
"1197","13.982405","142.251.132.246","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"1198","13.982440","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3512 Ack=39842 Win=131072 Len=0"
"1199","13.984151","142.251.132.246","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"1200","13.984151","35.186.224.24","10.40.3.139","TCP","60","443  >  62729 [ACK] Seq=213 Ack=2186 Win=267776 Len=0"
"1201","13.984151","35.186.224.24","10.40.3.139","TCP","60","443  >  62729 [ACK] Seq=213 Ack=2278 Win=267776 Len=0"
"1202","13.984151","35.186.224.24","10.40.3.139","TLSv1.3","672","Application Data, Application Data"
"1203","13.984151","142.251.132.246","10.40.3.139","TLSv1.3","1466","Application Data"
"1204","13.984151","35.186.224.24","10.40.3.139","TLSv1.3","85","Application Data"
"1205","13.984151","142.251.132.246","10.40.3.139","TLSv1.3","1466","Application Data"
"1206","13.984224","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3512 Ack=45490 Win=131072 Len=0"
"1207","13.984262","10.40.3.139","35.186.224.24","TCP","54","62729  >  443 [ACK] Seq=5301 Ack=862 Win=130304 Len=0"
"1208","13.984433","10.40.3.139","35.186.224.24","TLSv1.3","85","Application Data"
"1209","13.985505","35.186.224.24","10.40.3.139","TCP","60","443  >  62729 [ACK] Seq=862 Ack=4558 Win=265728 Len=0"
"1210","13.985505","142.251.132.246","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"1211","13.985558","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3512 Ack=48314 Win=131072 Len=0"
"1212","13.987868","142.251.132.246","10.40.3.139","TLSv1.3","8526","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1213","13.987950","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3512 Ack=56786 Win=131072 Len=0"
"1214","13.988454","142.251.132.246","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"1215","13.988485","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3512 Ack=59610 Win=131072 Len=0"
"1216","13.990369","35.186.224.24","10.40.3.139","TCP","60","443  >  62729 [ACK] Seq=862 Ack=5301 Win=265216 Len=0"
"1217","13.990369","142.251.132.246","10.40.3.139","TLSv1.3","4290","Application Data, Application Data, Application Data, Application Data, Application Data"
"1218","13.990428","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3512 Ack=63846 Win=131072 Len=0"
"1219","13.990614","10.40.3.139","142.251.132.246","TLSv1.3","93","Application Data"
"1220","13.991377","142.251.132.246","10.40.3.139","TLSv1.3","4290","Application Data, Application Data, Application Data"
"1221","13.991377","172.217.29.195","10.40.3.139","TCP","60","443  >  62722 [ACK] Seq=111187 Ack=2656 Win=267776 Len=0"
"1222","13.991409","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3551 Ack=68082 Win=131072 Len=0"
"1223","13.992747","142.251.132.246","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"1224","13.992772","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3551 Ack=70906 Win=131072 Len=0"
"1225","13.994601","142.251.132.246","10.40.3.139","TLSv1.3","5702","Application Data, Application Data, Application Data, Application Data"
"1226","13.994677","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3551 Ack=76554 Win=131072 Len=0"
"1227","13.996291","142.251.132.246","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"1228","13.996344","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3551 Ack=79378 Win=131072 Len=0"
"1229","13.996790","142.251.132.246","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"1230","13.996790","142.250.219.225","10.40.3.139","TCP","60","443  >  62723 [ACK] Seq=19445 Ack=3007 Win=267520 Len=0"
"1231","13.996790","142.251.132.246","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"1232","13.996881","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3551 Ack=85026 Win=131072 Len=0"
"1233","13.997803","142.251.132.246","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"1234","13.997869","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3551 Ack=87850 Win=131072 Len=0"
"1235","13.999120","142.251.132.246","10.40.3.139","TLSv1.3","5702","Application Data, Application Data, Application Data, Application Data"
"1236","13.999184","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3551 Ack=93498 Win=131072 Len=0"
"1237","14.000457","142.251.132.246","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"1238","14.000496","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3551 Ack=96322 Win=131072 Len=0"
"1239","14.001691","142.251.132.246","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"1240","14.001708","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3551 Ack=99146 Win=131072 Len=0"
"1241","14.003058","142.251.132.246","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"1242","14.003058","35.186.224.24","10.40.3.139","TCP","60","443  >  62729 [ACK] Seq=862 Ack=5332 Win=265216 Len=0"
"1243","14.003058","142.251.132.246","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"1244","14.003144","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3551 Ack=104794 Win=131072 Len=0"
"1245","14.004604","142.251.132.246","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"1246","14.004676","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3551 Ack=107618 Win=131072 Len=0"
"1247","14.005618","142.251.132.246","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"1248","14.005687","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3551 Ack=110442 Win=131072 Len=0"
"1249","14.007283","142.251.132.246","10.40.3.139","TLSv1.3","5702","Application Data, Application Data, Application Data, Application Data"
"1250","14.007362","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3551 Ack=116090 Win=131072 Len=0"
"1251","14.008048","142.251.132.246","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"1252","14.008129","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3551 Ack=118914 Win=131072 Len=0"
"1253","14.009291","142.251.132.246","10.40.3.139","TLSv1.3","5702","Application Data, Application Data, Application Data, Application Data"
"1254","14.009336","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3551 Ack=124562 Win=131072 Len=0"
"1255","14.010619","142.251.132.246","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"1256","14.010699","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3551 Ack=127386 Win=131072 Len=0"
"1257","14.011907","142.251.132.246","10.40.3.139","TLSv1.3","5702","Application Data, Application Data, Application Data, Application Data"
"1258","14.012020","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3551 Ack=133034 Win=131072 Len=0"
"1259","14.013265","142.251.132.246","10.40.3.139","TLSv1.3","5702","Application Data, Application Data, Application Data, Application Data"
"1260","14.013302","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3551 Ack=138682 Win=131072 Len=0"
"1261","14.014832","142.251.132.246","10.40.3.139","TLSv1.3","4290","Application Data, Application Data, Application Data"
"1262","14.014832","142.251.132.246","10.40.3.139","TLSv1.3","1117","Application Data, Application Data"
"1263","14.014892","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3551 Ack=143981 Win=131072 Len=0"
"1264","14.035795","10.40.3.139","142.250.219.225","TCP","54","62723  >  443 [ACK] Seq=3007 Ack=19445 Win=130304 Len=0"
"1265","14.044439","142.251.132.246","10.40.3.139","TLSv1.3","168","Application Data"
"1266","14.044439","142.251.132.246","10.40.3.139","TLSv1.3","8526","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1267","14.044520","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3551 Ack=152567 Win=131072 Len=0"
"1268","14.046022","142.251.132.246","10.40.3.139","TLSv1.3","15586","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1269","14.046074","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3551 Ack=168099 Win=131072 Len=0"
"1270","14.046776","142.251.132.246","10.40.3.139","TLSv1.3","8526","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1271","14.046823","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3551 Ack=176571 Win=131072 Len=0"
"1272","14.050174","142.251.132.246","10.40.3.139","TLSv1.3","1466","Application Data"
"1273","14.050174","142.251.132.246","10.40.3.139","TLSv1.3","1466","Application Data"
"1274","14.050174","142.251.132.246","10.40.3.139","TLSv1.3","1466","Application Data"
"1275","14.050174","142.251.132.246","10.40.3.139","TLSv1.3","1466","Application Data"
"1276","14.050174","142.251.132.246","10.40.3.139","TLSv1.3","5702","Application Data, Application Data, Application Data, Application Data"
"1277","14.050174","142.251.132.246","10.40.3.139","TLSv1.3","1170","Application Data, Application Data, Application Data"
"1278","14.050243","10.40.3.139","142.251.132.246","TCP","54","62708  >  443 [ACK] Seq=3551 Ack=188983 Win=131072 Len=0"
"1279","14.050582","10.40.3.139","142.251.132.246","TLSv1.3","93","Application Data"
"1280","14.072127","142.251.132.246","10.40.3.139","TCP","60","443  >  62708 [ACK] Seq=188983 Ack=3590 Win=267520 Len=0"
"1281","14.127027","35.186.224.24","10.40.3.139","TLSv1.3","305","Application Data"
"1282","14.128625","10.40.3.139","35.186.224.24","TLSv1.3","93","Application Data"
"1283","14.145679","35.186.224.24","10.40.3.139","TCP","60","443  >  62729 [ACK] Seq=1113 Ack=5371 Win=265216 Len=0"
"1284","15.962752","162.159.133.234","10.40.3.139","TLSv1.2","228","Application Data"
"1285","16.013438","10.40.3.139","162.159.133.234","TCP","54","58290  >  443 [ACK] Seq=1 Ack=928 Win=509 Len=0"
"1286","16.079585","Intel_90:37:ec","Broadcast","ARP","42","Who has 10.40.3.138? Tell 10.40.3.139"
"1287","16.580947","162.159.133.234","10.40.3.139","TLSv1.2","264","Application Data"
"1288","16.633577","10.40.3.139","162.159.133.234","TCP","54","58290  >  443 [ACK] Seq=1 Ack=1138 Win=514 Len=0"
"1289","16.757528","Intel_90:37:ec","Broadcast","ARP","42","Who has 10.40.3.138? Tell 10.40.3.139"
"1290","17.752686","Intel_90:37:ec","Broadcast","ARP","42","Who has 10.40.3.138? Tell 10.40.3.139"
"1291","17.808074","162.159.133.234","10.40.3.139","TLSv1.2","208","Application Data"
"1292","17.862034","10.40.3.139","162.159.133.234","TCP","54","58290  >  443 [ACK] Seq=1 Ack=1292 Win=513 Len=0"
"1293","18.754956","Intel_90:37:ec","Broadcast","ARP","42","Who has 10.40.3.138? Tell 10.40.3.139"
"1294","18.757366","142.250.219.234","10.40.3.139","TLSv1.2","218","Application Data"
"1295","18.809206","10.40.3.139","142.250.219.234","TCP","54","62434  >  443 [ACK] Seq=1 Ack=165 Win=507 Len=0"
"1296","19.158311","10.40.3.139","18.231.65.122","TLSv1.2","110","Application Data"
"1297","19.228250","18.231.65.122","10.40.3.139","TCP","60","443  >  58277 [ACK] Seq=113 Ack=165 Win=12 Len=0"
"1298","19.452500","10.40.3.139","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"1299","19.452992","fe80::1e92:c45:620d:f438","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"1300","19.744672","Intel_90:37:ec","Broadcast","ARP","42","Who has 10.40.3.138? Tell 10.40.3.139"
"1301","20.012723","10.40.3.139","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"1302","20.027076","10.40.3.139","35.186.224.24","TCP","54","62729  >  443 [FIN, ACK] Seq=5371 Ack=1113 Win=130048 Len=0"
"1303","20.032676","142.251.132.234","10.40.3.139","TLSv1.2","218","Application Data"
"1304","20.045640","35.186.224.24","10.40.3.139","TCP","60","443  >  62729 [FIN, ACK] Seq=1113 Ack=5372 Win=265216 Len=0"
"1305","20.045679","10.40.3.139","35.186.224.24","TCP","54","62729  >  443 [ACK] Seq=5372 Ack=1114 Win=130048 Len=0"
"1306","20.088447","10.40.3.139","142.251.132.234","TCP","54","62409  >  443 [ACK] Seq=1 Ack=165 Win=510 Len=0"
"1307","20.212462","10.40.3.139","10.40.63.255","UDP","86","57621  >  57621 Len=44"
"1308","20.744658","Intel_90:37:ec","Broadcast","ARP","42","Who has 10.40.3.138? Tell 10.40.3.139"
"1309","21.084495","10.40.3.139","142.251.129.3","TLSv1.2","154","Application Data"
"1310","21.130350","162.159.133.234","10.40.3.139","TLSv1.2","140","Application Data"
"1311","21.143070","142.251.129.3","10.40.3.139","TCP","60","443  >  62403 [ACK] Seq=1 Ack=101 Win=1046 Len=0"
"1312","21.170122","10.40.3.139","162.159.133.234","TCP","54","58290  >  443 [ACK] Seq=1 Ack=1378 Win=513 Len=0"
"1313","21.198731","142.251.129.3","10.40.3.139","TLSv1.2","150","Application Data"
"1314","21.198731","142.251.129.3","10.40.3.139","TLSv1.2","128","Application Data"
"1315","21.198731","142.251.129.3","10.40.3.139","TLSv1.2","93","Application Data"
"1316","21.198823","10.40.3.139","142.251.129.3","TCP","54","62403  >  443 [ACK] Seq=101 Ack=210 Win=509 Len=0"
"1317","21.199471","10.40.3.139","142.251.129.3","TLSv1.2","93","Application Data"
"1318","21.214913","142.251.129.3","10.40.3.139","TCP","60","443  >  62403 [ACK] Seq=210 Ack=140 Win=1046 Len=0"
"1319","21.319576","10.40.3.139","10.40.0.2","DNS","71","Standard query 0x1d92 A discord.com"
"1320","21.320291","10.40.3.139","10.40.0.2","DNS","71","Standard query 0x8191 HTTPS discord.com"
"1321","21.337250","10.40.0.2","10.40.3.139","DNS","467","Standard query response 0x1d92 A discord.com A 162.159.138.232 A 162.159.135.232 A 162.159.128.233 A 162.159.137.232 A 162.159.136.232 NS gabe.ns.cloudflare.com NS sima.ns.cloudflare.com A 108.162.193.114 A 172.64.33.114 A 173.245.59.114 AAAA 2803:f800:50::6ca2:c172 AAAA 2a06:98c1:50::ac40:2172 AAAA 2606:4700:58::adf5:3b72 A 108.162.192.222 A 172.64.32.222 A 173.245.58.222 AAAA 2606:4700:50::adf5:3ade AAAA 2803:f800:50::6ca2:c0de AAAA 2a06:98c1:50::ac40:20de"
"1322","21.337250","10.40.0.2","10.40.3.139","DNS","436","Standard query response 0x8191 HTTPS discord.com HTTPS NS sima.ns.cloudflare.com NS gabe.ns.cloudflare.com A 172.64.33.114 A 173.245.59.114 A 108.162.193.114 AAAA 2a06:98c1:50::ac40:2172 AAAA 2606:4700:58::adf5:3b72 AAAA 2803:f800:50::6ca2:c172 A 172.64.32.222 A 173.245.58.222 A 108.162.192.222 AAAA 2803:f800:50::6ca2:c0de AAAA 2a06:98c1:50::ac40:20de AAAA 2606:4700:50::adf5:3ade"
"1323","21.337914","10.40.3.139","162.159.138.232","TCP","66","62733  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1324","21.348204","162.159.138.232","10.40.3.139","TCP","66","443  >  62733 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=8192"
"1325","21.348275","10.40.3.139","162.159.138.232","TCP","54","62733  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0"
"1326","21.348783","10.40.3.139","162.159.138.232","TLSv1.3","888","Client Hello (SNI=discord.com)"
"1327","21.351498","162.159.138.232","10.40.3.139","TCP","60","443  >  62733 [ACK] Seq=1 Ack=835 Win=983040 Len=0"
"1328","21.359344","162.159.138.232","10.40.3.139","TLSv1.3","341","Server Hello, Change Cipher Spec, Application Data"
"1329","21.363937","10.40.3.139","162.159.138.232","TLSv1.3","118","Change Cipher Spec, Application Data"
"1330","21.364212","10.40.3.139","162.159.138.232","TLSv1.3","146","Application Data"
"1331","21.364511","10.40.3.139","162.159.138.232","TLSv1.3","1790","Application Data"
"1332","21.417344","162.159.138.232","10.40.3.139","TCP","60","443  >  62733 [ACK] Seq=288 Ack=2391 Win=73728 Len=0"
"1333","21.417344","162.159.138.232","10.40.3.139","TLSv1.3","591","Application Data, Application Data"
"1334","21.417852","10.40.3.139","162.159.138.232","TLSv1.3","85","Application Data"
"1335","21.478352","162.159.138.232","10.40.3.139","TCP","60","443  >  62733 [ACK] Seq=825 Ack=2758 Win=81920 Len=0"
"1336","21.742981","162.159.138.232","10.40.3.139","TLSv1.3","857","Application Data"
"1337","21.742981","162.159.138.232","10.40.3.139","TLSv1.3","115","Application Data"
"1338","21.742981","162.159.138.232","10.40.3.139","TLSv1.3","85","Application Data"
"1339","21.742981","162.159.138.232","10.40.3.139","TCP","85","[TCP Retransmission] 443  >  62733 [PSH, ACK] Seq=1689 Ack=2758 Win=81920 Len=31"
"1340","21.743111","10.40.3.139","162.159.138.232","TCP","66","62733  >  443 [ACK] Seq=2758 Ack=1720 Win=131584 Len=0 SLE=1689 SRE=1720"
"1341","21.761576","Intel_90:37:ec","Broadcast","ARP","42","Who has 10.40.3.138? Tell 10.40.3.139"
"1342","22.124666","10.40.3.139","142.250.219.225","TLSv1.3","198","Application Data"
"1343","22.124996","10.40.3.139","142.250.219.225","TLSv1.3","182","Application Data"
"1344","22.125281","10.40.3.139","142.250.219.225","TLSv1.3","199","Application Data"
"1345","22.125609","10.40.3.139","142.250.219.225","TLSv1.3","180","Application Data"
"1346","22.125763","10.40.3.139","142.250.219.225","TLSv1.3","181","Application Data"
"1347","22.129775","10.40.3.139","142.250.219.225","TLSv1.3","89","Application Data"
"1348","22.130396","10.40.3.139","142.250.219.225","TLSv1.3","89","Application Data"
"1349","22.130981","10.40.3.139","142.250.219.225","TLSv1.3","89","Application Data"
"1350","22.131574","10.40.3.139","142.250.219.225","TLSv1.3","89","Application Data"
"1351","22.132106","10.40.3.139","142.250.219.225","TLSv1.3","89","Application Data"
"1352","22.133648","10.40.3.139","18.231.65.122","TLSv1.2","108","Application Data"
"1353","22.143619","142.250.219.225","10.40.3.139","TCP","60","443  >  62723 [ACK] Seq=19445 Ack=3151 Win=267520 Len=0"
"1354","22.143619","142.250.219.225","10.40.3.139","TCP","60","443  >  62723 [ACK] Seq=19445 Ack=3279 Win=267520 Len=0"
"1355","22.145654","142.250.219.225","10.40.3.139","TLSv1.3","165","Application Data"
"1356","22.145654","142.250.219.225","10.40.3.139","TLSv1.3","1466","Application Data"
"1357","22.145654","18.231.65.122","10.40.3.139","TCP","60","443  >  58277 [ACK] Seq=113 Ack=219 Win=12 Len=0"
"1358","22.145654","142.250.219.225","10.40.3.139","TLSv1.3","1466","Application Data"
"1359","22.145748","10.40.3.139","142.250.219.225","TCP","54","62723  >  443 [ACK] Seq=3852 Ack=22380 Win=131072 Len=0"
"1360","22.147328","142.250.219.225","10.40.3.139","TLSv1.3","1466","Application Data"
"1361","22.147328","142.250.219.225","10.40.3.139","TLSv1.3","436","Application Data"
"1362","22.147328","18.231.65.122","10.40.3.139","TLSv1.2","110","Application Data"
"1363","22.147328","142.250.219.225","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"1364","22.147401","10.40.3.139","142.250.219.225","TCP","54","62723  >  443 [ACK] Seq=3852 Ack=26998 Win=131072 Len=0"
"1365","22.147568","10.40.3.139","142.250.219.225","TLSv1.3","93","Application Data"
"1366","22.149739","142.250.219.225","10.40.3.139","TLSv1.3","1466","Application Data"
"1367","22.149739","142.250.219.225","10.40.3.139","TLSv1.3","348","Application Data, Application Data"
"1368","22.149739","142.250.219.225","10.40.3.139","TLSv1.3","164","Application Data"
"1369","22.149739","142.250.219.225","10.40.3.139","TLSv1.3","1466","Application Data"
"1370","22.149739","142.250.219.225","10.40.3.139","TLSv1.3","4290","Application Data, Application Data, Application Data, Application Data"
"1371","22.149870","10.40.3.139","142.250.219.225","TCP","54","62723  >  443 [ACK] Seq=3891 Ack=34462 Win=131072 Len=0"
"1372","22.150946","142.250.219.225","10.40.3.139","TLSv1.3","2878","Application Data, Application Data"
"1373","22.150946","142.250.219.225","10.40.3.139","TLSv1.3","1346","Application Data, Application Data"
"1374","22.150984","10.40.3.139","142.250.219.225","TCP","54","62723  >  443 [ACK] Seq=3891 Ack=38578 Win=131072 Len=0"
"1375","22.152950","142.250.219.225","10.40.3.139","TCP","60","443  >  62723 [ACK] Seq=38578 Ack=3852 Win=267264 Len=0"
"1376","22.169930","142.250.219.225","10.40.3.139","TCP","60","443  >  62723 [ACK] Seq=38578 Ack=3891 Win=267264 Len=0"
"1377","22.195110","10.40.3.139","18.231.65.122","TCP","54","58277  >  443 [ACK] Seq=219 Ack=169 Win=511 Len=0"
"1378","22.319465","10.40.3.139","34.158.255.62","SSL","65","Continuation Data"
"1379","22.520546","34.158.255.62","10.40.3.139","SSL","65","Continuation Data"
"1380","22.568833","10.40.3.139","34.158.255.62","TCP","54","58279  >  443 [ACK] Seq=12 Ack=12 Win=515 Len=0"
"1381","22.585002","10.40.3.139","162.159.133.234","TLSv1.2","108","Application Data"
"1382","22.600495","162.159.133.234","10.40.3.139","TCP","60","443  >  58290 [ACK] Seq=1378 Ack=55 Win=9 Len=0"
"1383","22.754809","Intel_90:37:ec","Broadcast","ARP","42","Who has 10.40.3.138? Tell 10.40.3.139"
"1384","22.759607","162.159.133.234","10.40.3.139","TLSv1.2","94","Application Data"
"1385","22.801554","10.40.3.139","162.159.133.234","TCP","54","58290  >  443 [ACK] Seq=55 Ack=1418 Win=512 Len=0"
"1386","23.093813","10.40.3.139","142.251.128.174","TLSv1.2","3169","Application Data"
"1387","23.093983","10.40.3.139","142.251.128.174","TLSv1.2","178","Application Data"
"1388","23.125554","142.251.128.174","10.40.3.139","TCP","60","443  >  62388 [ACK] Seq=809 Ack=7806 Win=1557 Len=0"
"1389","23.125554","142.251.128.174","10.40.3.139","TCP","66","[TCP Dup ACK 1388#1] 443  >  62388 [ACK] Seq=809 Ack=7806 Win=1568 Len=0 SLE=9218 SRE=9509"
"1390","23.125554","142.251.128.174","10.40.3.139","TCP","66","[TCP Dup ACK 1388#2] 443  >  62388 [ACK] Seq=809 Ack=7806 Win=1579 Len=0 SLE=9218 SRE=9633"
"1391","23.125554","142.251.128.174","10.40.3.139","TCP","60","443  >  62388 [ACK] Seq=809 Ack=9633 Win=1590 Len=0"
"1392","23.302298","10.40.3.139","35.186.224.30","TLSv1.2","82","Application Data"
"1393","23.306123","142.251.128.174","10.40.3.139","TLSv1.2","120","Application Data"
"1394","23.306123","142.251.128.174","10.40.3.139","TLSv1.2","298","Application Data"
"1395","23.306123","142.251.128.174","10.40.3.139","TLSv1.2","93","Application Data"
"1396","23.306223","10.40.3.139","142.251.128.174","TCP","54","62388  >  443 [ACK] Seq=9633 Ack=1158 Win=508 Len=0"
"1397","23.306882","10.40.3.139","142.251.128.174","TLSv1.2","93","Application Data"
"1398","23.329924","35.186.224.30","10.40.3.139","TCP","60","443  >  58274 [ACK] Seq=1 Ack=29 Win=1051 Len=0"
"1399","23.332333","142.251.128.174","10.40.3.139","TCP","60","443  >  62388 [ACK] Seq=1158 Ack=9672 Win=1590 Len=0"
"1400","23.755190","Intel_90:37:ec","Broadcast","ARP","42","Who has 10.40.3.138? Tell 10.40.3.139"
"1401","23.755620","10.40.3.139","35.186.224.45","TLSv1.2","97","Application Data"
"1402","23.780541","35.186.224.45","10.40.3.139","TCP","60","443  >  58233 [ACK] Seq=1 Ack=44 Win=1049 Len=0"
"1403","23.944199","35.186.224.45","10.40.3.139","TLSv1.2","94","Application Data"
"1404","23.991096","10.40.3.139","35.186.224.45","TCP","54","58233  >  443 [ACK] Seq=44 Ack=41 Win=509 Len=0"
"1405","24.764734","Intel_90:37:ec","Broadcast","ARP","42","Who has 10.40.3.138? Tell 10.40.3.139"
"1406","25.747169","Intel_90:37:ec","Broadcast","ARP","42","Who has 10.40.3.138? Tell 10.40.3.139"
"1407","26.531343","fe80::ffff:ffff:fffe","ff02::2","ICMPv6","103","Router Solicitation"
"1408","26.537614","34.107.243.93","10.40.3.139","TLSv1.2","78","Application Data"
"1409","26.538019","10.40.3.139","34.107.243.93","TLSv1.2","82","Application Data"
"1410","26.553803","34.107.243.93","10.40.3.139","TCP","60","443  >  55478 [ACK] Seq=25 Ack=29 Win=1047 Len=0"
"1411","26.748260","Intel_90:37:ec","Broadcast","ARP","42","Who has 10.40.3.138? Tell 10.40.3.139"
"1412","26.751940","fe80::8000:f227:d788:f855","fe80::ffff:ffff:fffe","ICMPv6","151","Router Advertisement"
"1413","27.495603","10.40.3.139","162.159.138.232","TCP","54","62733  >  443 [FIN, ACK] Seq=2758 Ack=1720 Win=131584 Len=0"
"1414","27.511983","162.159.138.232","10.40.3.139","TCP","60","443  >  62733 [FIN, ACK] Seq=1720 Ack=2759 Win=81920 Len=0"
"1415","27.512055","10.40.3.139","162.159.138.232","TCP","54","62733  >  443 [ACK] Seq=2759 Ack=1721 Win=131584 Len=0"
"1416","27.865734","162.159.133.234","10.40.3.139","TLSv1.2","195","Application Data"
"1417","27.914891","10.40.3.139","162.159.133.234","TCP","54","58290  >  443 [ACK] Seq=55 Ack=1559 Win=512 Len=0"
"1418","29.010696","10.40.3.139","35.186.224.30","TLSv1.2","97","Application Data"
"1419","29.032918","35.186.224.30","10.40.3.139","TCP","60","443  >  58265 [ACK] Seq=1 Ack=44 Win=1043 Len=0"
"1420","29.275058","35.186.224.30","10.40.3.139","TLSv1.2","94","Application Data"
"1421","29.326845","10.40.3.139","35.186.224.30","TCP","54","58265  >  443 [ACK] Seq=44 Ack=41 Win=508 Len=0"
"1422","30.149652","10.40.3.139","142.251.128.174","TLSv1.2","2814","Application Data"
"1423","30.149728","10.40.3.139","142.251.128.174","TLSv1.2","117","Application Data"
"1424","30.169653","142.251.128.174","10.40.3.139","TCP","60","443  >  62388 [ACK] Seq=1158 Ack=11084 Win=1601 Len=0"
